Project ID,Project Name,Vintage,Credit Serial Numbers,Quantity of Credits,Status Effective,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,ARB Eligible,CORSIA Qualified,Sustainable Development Goal(s),Date Issued,Account Holder,Cancellation Type,Cancellation Details,Cancellation Year,Transitioned to ARB or Canceled,Issuance Year,ARB Project,ACR Cancellation Data,Updated 11-1-23,Total Credits Canceled:,158905394,Unnamed: 26,The American Carbon Registry
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,2019,ACR-US-284-2019-1085-1 to 4026,4026,2020-10-21,Forest Carbon,2014-11-14 00:00:00,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-10 19:26:36,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,2020,ACR-US-284-2020-1082-1 to 16894,16894,2020-10-21,Forest Carbon,2014-11-14 00:00:00,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-10 19:26:36,"Massachusetts Audubon Society, Inc.",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR284,Finite Carbon - Massachusetts Audubon Society IFM,2020,ACR-US-284-2020-1083-1 to 4026,4026,2020-10-21,Forest Carbon,2014-11-14 00:00:00,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-10 19:26:36,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR285,EOS ACR 285,2015,ACR-US-285-2015-402-1 to 45663,45663,2016-01-27,Ozone Depleting Substances,2014-11-14 00:00:00,El Dorado,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2016-01-11 23:12:18,EOS Climate Inc,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR287,Green Assets - BJT Avoided Conversion Project,2018,ACR-US-287-2018-760-1 to 243527,243527,2019-04-10,Forest Carbon,2014-11-14 00:00:00,Georgia,GEORGIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-09-20 18:10:09,169,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR287,Green Assets - BJT Avoided Conversion Project,2018,ACR-US-287-2018-761-1 to 34362,34362,2019-04-10,Forest Carbon,2014-11-14 00:00:00,Georgia,GEORGIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-09-20 18:10:09,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR287,Green Assets - BJT Avoided Conversion Project,2019,ACR-US-287-2019-898-1 to 148401,148401,2019-12-10,Forest Carbon,2014-11-14 00:00:00,Georgia,GEORGIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-10-21 23:51:35,169,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR287,Green Assets - BJT Avoided Conversion Project,2019,ACR-US-287-2019-899-1 to 20940,20940,2019-12-10,Forest Carbon,2014-11-14 00:00:00,Georgia,GEORGIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-10-21 23:51:35,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR287,Green Assets - BJT Avoided Conversion Project,2020,ACR-US-287-2020-1097-1 to 35335,35335,2020-11-21,Forest Carbon,2014-11-14 00:00:00,Georgia,GEORGIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-09-10 21:17:04,169,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR287,Green Assets - BJT Avoided Conversion Project,2020,ACR-US-287-2020-1098-1 to 4986,4986,2020-11-21,Forest Carbon,2014-11-14 00:00:00,Georgia,GEORGIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-09-10 21:17:04,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR287,Green Assets - BJT Avoided Conversion Project,2021,ACR-US-287-2021-1349-1 to 14669,14669,2022-02-07,Forest Carbon,2014-11-14 00:00:00,Georgia,GEORGIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-17 20:53:53,169,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR287,Green Assets - BJT Avoided Conversion Project,2021,ACR-US-287-2021-1350-1 to 2070,2070,2022-02-07,Forest Carbon,2014-11-14 00:00:00,Georgia,GEORGIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-17 20:53:53,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2016,ACR-US-288-2016-623-1 to 468,468,2017-11-22,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-03-10 21:28:18,280,Removal of credits from the registry,,2017.0,Canceled,2017,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2016,ACR-US-288-2016-623-469 to 19151,18683,2017-11-28,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-03-10 21:28:18,280,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2016,ACR-US-288-2016-624-1 to 66,66,2017-11-22,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-03-10 21:28:18,The American Carbon Registry,Removal of credits from the registry,,2017.0,Canceled,2017,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2016,ACR-US-288-2016-624-67 to 2702,2636,2017-11-28,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-03-10 21:28:18,The American Carbon Registry,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2017,ACR-US-288-2017-884-1 to 3470,3470,2019-10-28,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-09-09 18:32:09,280,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2017,ACR-US-288-2017-885-1 to 490,490,2019-10-28,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-09-09 18:32:09,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2018,ACR-US-288-2018-882-1 to 1506,1506,2019-10-28,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-09-09 18:32:09,280,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2018,ACR-US-288-2018-883-1 to 213,213,2019-10-28,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-09-09 18:32:09,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2019,ACR-US-288-2019-880-1 to 2115,2115,2019-10-28,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-09-09 18:32:09,280,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR288,Camp Shelby Forest Carbon Project,2019,ACR-US-288-2019-881-1 to 298,298,2019-10-28,Forest Carbon,2014-11-14 00:00:00,Forrest and Perry Counties,MISSISSIPPI,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2019-09-09 18:32:09,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR292,Congaree River,2016,ACR-US-292-2016-635-1 to 94711,94711,2017-12-13,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-05-03 23:12:54,Congaree River LLC,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR292,Congaree River,2016,ACR-US-292-2016-636-1 to 22505,22505,2017-12-13,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-05-03 23:12:54,The American Carbon Registry,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR292,Congaree River,2017,ACR-US-292-2017-1057-1 to 2335,2335,2020-10-03,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-07-10 21:32:22,Congaree River LLC,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR292,Congaree River,2017,ACR-US-292-2017-1058-1 to 556,556,2020-10-03,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-07-10 21:32:22,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR292,Congaree River,2019,ACR-US-292-2019-1055-1 to 27121,27121,2020-10-03,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-07-10 21:32:22,Congaree River LLC,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR292,Congaree River,2019,ACR-US-292-2019-1056-1 to 6461,6461,2020-10-03,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-07-10 21:32:22,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR292,Congaree River,2020,ACR-US-292-2020-1481-1 to 20422,20422,2022-11-16,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-03-23 18:07:12,Congaree River LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR292,Congaree River,2020,ACR-US-292-2020-1482-1 to 4865,4865,2022-11-16,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-03-23 18:07:12,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR292,Congaree River,2021,ACR-US-292-2021-1479-1 to 24254,24254,2022-11-16,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-03-23 18:07:12,Congaree River LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR292,Congaree River,2021,ACR-US-292-2021-1480-1 to 5778,5778,2022-11-16,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2022-03-23 18:07:12,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR292,Congaree River,2022,ACR-US-292-2022-1889-1 to 3293,3293,2023-08-23,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-05-11 22:21:06,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR292,Congaree River,2022,ACR-US-292-2022-1888-1 to 13824,13824,2023-08-23,Forest Carbon,2014-11-14 00:00:00,Coastal Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-05-11 22:21:06,Congaree River LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR293,Finite Carbon - Lakes Region Conservation Trust IFM,2017,ACR-US-293-2017-727-1 to 16843,16843,2020-11-10,Forest Carbon,2014-11-14 00:00:00,"Carrol, Belknap, Merrimack, & Grafton Counties",NEW HAMPSHIRE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-06-05 00:23:59,Lakes Region Conservation Trust,Removal of credits from the registry,,2020.0,Canceled,2018,Compliance,,,,,,
ACR293,Finite Carbon - Lakes Region Conservation Trust IFM,2017,ACR-US-293-2017-727-16844 to 390775,373932,2020-11-11,Forest Carbon,2014-11-14 00:00:00,"Carrol, Belknap, Merrimack, & Grafton Counties",NEW HAMPSHIRE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-06-05 00:23:59,Lakes Region Conservation Trust,Convert to ARB offset credits,,2020.0,ARB,2018,Compliance,,,,,,
ACR293,Finite Carbon - Lakes Region Conservation Trust IFM,2017,ACR-US-293-2017-728-1 to 4013,4013,2020-11-10,Forest Carbon,2014-11-14 00:00:00,"Carrol, Belknap, Merrimack, & Grafton Counties",NEW HAMPSHIRE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-06-05 00:23:59,The American Carbon Registry,Removal of credits from the registry,,2020.0,Canceled,2018,Compliance,,,,,,
ACR293,Finite Carbon - Lakes Region Conservation Trust IFM,2017,ACR-US-293-2017-728-4014 to 93098,89085,2020-11-11,Forest Carbon,2014-11-14 00:00:00,"Carrol, Belknap, Merrimack, & Grafton Counties",NEW HAMPSHIRE,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-06-05 00:23:59,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2018,Compliance,,,,,,
ACR303,White Mountain Apache Tribe Carbon Project II,2015,ACR-US-303-2015-676-1 to 5159212,5159212,2018-05-14,Forest Carbon,2014-11-14 00:00:00,Fort Apache Indian Reservation,ARIZONA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-09-22 20:03:35,White Mountain Apache Tribe,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR303,White Mountain Apache Tribe Carbon Project II,2015,ACR-US-303-2015-677-1 to 845614,845614,2018-05-14,Forest Carbon,2014-11-14 00:00:00,Fort Apache Indian Reservation,ARIZONA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-09-22 20:03:35,The American Carbon Registry,Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR303,White Mountain Apache Tribe Carbon Project II,2017,ACR-US-303-2017-1285-1 to 303819,303819,2022-03-18,Forest Carbon,2014-11-14 00:00:00,Fort Apache Indian Reservation,ARIZONA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-06-17 19:04:43,White Mountain Apache Tribe,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR303,White Mountain Apache Tribe Carbon Project II,2017,ACR-US-303-2017-1286-1 to 35796,35796,2022-03-18,Forest Carbon,2014-11-14 00:00:00,Fort Apache Indian Reservation,ARIZONA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-06-17 19:04:43,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR303,White Mountain Apache Tribe Carbon Project II,2018,ACR-US-303-2018-1283-1 to 159711,159711,2022-03-18,Forest Carbon,2014-11-14 00:00:00,Fort Apache Indian Reservation,ARIZONA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-06-17 19:04:43,White Mountain Apache Tribe,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR303,White Mountain Apache Tribe Carbon Project II,2018,ACR-US-303-2018-1284-1 to 18817,18817,2022-03-18,Forest Carbon,2014-11-14 00:00:00,Fort Apache Indian Reservation,ARIZONA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-06-17 19:04:43,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR311,EOS ACR 311,2016,ACR-US-311-2016-545-1 to 107264,107264,2016-06-22,Ozone Depleting Substances,2014-11-14 00:00:00,Clean Harbors,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2016-06-06 21:06:02,EOS Climate Inc,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR312,EOS ACR 312,2016,ACR-US-312-2016-419-1 to 140871,140871,2016-04-27,Ozone Depleting Substances,2014-11-14 00:00:00,El Dorado,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2016-04-07 14:50:55,EOS Climate Inc,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR313,High Island Dairy,2015,ACR-US-313-2015-562-1 to 21886,21886,2016-10-12,Livestock Waste Management,2014-11-14 00:00:00,Le Sueur,MINNESOTA,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2016-08-15 17:41:52,"Camco Offsets I, LLC",Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR313,High Island Dairy,2016,ACR-US-313-2016-691-1 to 15385,15385,2018-01-18,Livestock Waste Management,2014-11-14 00:00:00,Le Sueur,MINNESOTA,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2017-11-03 20:07:18,"Camco Offsets I, LLC",Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR313,High Island Dairy,2017,ACR-US-313-2017-725-1 to 14815,14815,2018-07-27,Livestock Waste Management,2014-11-14 00:00:00,Le Sueur,MINNESOTA,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2018-05-26 15:48:44,"Camco Offsets I, LLC",Convert to ARB offset credits,,2018.0,ARB,2018,Compliance,,,,,,
ACR313,High Island Dairy,2018,ACR-US-313-2018-858-1 to 15347,15347,2019-09-16,Livestock Waste Management,2014-11-14 00:00:00,Le Sueur,MINNESOTA,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2019-06-17 18:27:16,"Camco Offsets I, LLC",Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR313,High Island Dairy,2019,ACR-US-313-2019-986-1 to 15533,15533,2020-07-24,Livestock Waste Management,2014-11-14 00:00:00,Le Sueur,MINNESOTA,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2020-04-03 22:42:11,"Camco Offsets I, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR313,High Island Dairy,2020,ACR-US-313-2020-1236-1 to 15646,15646,2021-07-07,Livestock Waste Management,2014-11-14 00:00:00,Le Sueur,MINNESOTA,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2021-04-01 13:59:29,"Camco Offsets I, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR313,High Island Dairy,2021,ACR-US-313-2021-1434-1 to 19151,19151,2022-03-17,Livestock Waste Management,2014-11-14 00:00:00,Le Sueur,MINNESOTA,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2022-01-21 21:57:10,"Camco Offsets I, LLC",Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR314,Wabashco Clean Sweep 8,2016,ACR-US-314-2016-550-1 to 111977,111977,2016-07-13,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2016-06-14 21:50:50,"Wabashco, LLC",Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR315,EOS ACR 315,2016,ACR-US-315-2016-579-1 to 86839,86839,2016-11-09,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2016-10-05 19:28:17,EOS Climate Inc,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR316,EOS ACR 316,2016,ACR-US-316-2016-580-1 to 104897,104897,2016-11-09,Ozone Depleting Substances,2014-11-14 00:00:00,El Dorado,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2016-10-07 15:23:43,EOS Climate Inc,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR322,Statz Bros. Home Farm Anaerobic Digester,2017,ACR-US-322-2017-693-1 to 10926,10926,2017-12-19,Livestock Waste Management,2014-11-14 00:00:00,Sun Prairie,WISCONSIN,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2017-11-17 05:45:50,"3Degrees Group, Inc.",Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
