Project ID,CARB Issuance ID,OPR Project ID,Project Type,Early Action/ Compliance,Reporting Period Start Date,Reporting Period End Date,Vintage,ARB Offset Credits Issued,Forest Buffer Account Contribution,Issuance Date,Invalidation Timeframe,Date Invalidation Period Reduced,Start of Invalidation Timeframe,Project Name,Project Operator,Verification Body,State,Provides DEBS,"Section 95989(b) Documentation, if applicable",Project Documentation,Retired Buffer Pool,Retired Voluntarily,Retired 1st Compliance Period (CA),Retired 2nd Compliance Period (CA),Retired 3rd Compliance Period (CA),Retired 4th Compliance Period (CA),Retired for Compliance (Quebec),Retired Intentional Reversal,Comments,Vintage remaining,Issuance total from registry,Issuance Year,Registry,ARB Source Data,Updated 11-1-23,Total ARB Credits Issued:,220439110,Total ARB Credits Retired:,163158520
CAR1109,CAFR5105-D,CAR1109,Forest,COP,2017-08-15,2018-08-14,2018.0,47894,5048,2019-06-25,8 years,,2018-08-14 00:00:00,Green Assets – Middleton Avoided Conversion Project,"Middleton Place, LLC","Aster Global Environmental Solutions, Inc.",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1109,0.0,0,0,0,42846,0,0,0,,5048,47894.0,2019.0,CAR,,,,,,
CAR1109,CAFR5105-E,CAR1109,Forest,COP,2018-08-15,2019-08-14,2019.0,8513,897,2020-05-26,8 years,,2019-08-14 00:00:00,Green Assets – Middleton Avoided Conversion Project,"Middleton Place, LLC","Aster Global Environmental Solutions, Inc.",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1109,0.0,0,0,0,7616,0,0,0,,897,8513.0,2020.0,CAR,,,,,,
CAR1109,CAFR5105-F,CAR1109,Forest,COP,2019-08-15,2020-08-14,2020.0,9169,966,2021-03-23,8 years,,2020-08-14 00:00:00,Green Assets – Middleton Avoided Conversion Project,"Middleton Place, LLC","Aster Global Environmental Solutions, Inc.",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1109,0.0,0,0,0,8203,0,0,0,,966,9169.0,2021.0,CAR,,,,,,
CAR1120,CALS5120-A,CAR1120,Livestock,COP,2014-09-01,2015-08-31,2015.0,56790,,2016-09-13,3 years,2017-04-25 00:00:00,2015-08-31 00:00:00,"Fair Oaks Dairy Farm, LLC GHD-Designed Digester","Fair Oaks Dairy Farm, LLC","Agri-Waste Technology, Inc.",IN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1120,,0,0,56790,0,0,0,0,,0,56890.0,2016.0,CAR,,,,,,
CAR1120,CALS5120-B,CAR1120,Livestock,COP,2015-09-01,2016-08-31,2016.0,67868,,2017-04-25,8 years,,2016-08-31 00:00:00,"Fair Oaks Dairy Farm, LLC GHD-Designed Digester","Fair Oaks Dairy Farm, LLC","GHD Services, Inc.",IN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1120,,0,0,0,67868,0,0,0,,0,67868.0,2017.0,CAR,,,,,,
CAR1121,CALS5121-A,CAR1121,Livestock,COP,2014-09-01,2015-07-22,2015.0,7421,,2016-08-09,8 years,,2015-07-22 00:00:00,"Fair Oaks Dairy Farm, LLC Cyclus-Designed Digester","Fair Oaks Dairy Farm, LLC","Agri-Waste Technology, Inc.",IN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1121,,0,0,7421,0,0,0,0,,0,7421.0,2016.0,CAR,,,,,,
CAR1122,CALS5122-(zero),CAR1122,Livestock,COP,2020-04-01,2021-03-31,,,,,,,,"Bridgewater Dairy, LLC","Bridgewater Dairy, LLC",,OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1122,,0,0,0,0,0,0,0,No GHG emission reductions were claimed for the seventh reporting period.,0,,,CAR,,,,,,
CAR1122,CALS5122-A,CAR1122,Livestock,COP,2014-04-01,2015-03-31,2015.0,11633,,2016-02-23,3 years,2016-12-27 00:00:00,2015-03-31 00:00:00,"Bridgewater Dairy, LLC","Bridgewater Dairy, LLC","Agri-Waste Technology, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1122,,0,0,11633,0,0,0,0,,0,11633.0,2016.0,CAR,,,,,,
CAR1122,CALS5122-B,CAR1122,Livestock,COP,2015-04-01,2016-03-31,2016.0,12129,,2016-12-27,3 years,2017-09-26 00:00:00,2016-03-31 00:00:00,"Bridgewater Dairy, LLC","Bridgewater Dairy, LLC","GHD Services, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1122,,0,0,0,0,0,12129,0,,0,12129.0,2016.0,CAR,,,,,,
CAR1122,CALS5122-C,CAR1122,Livestock,COP,2016-04-01,2017-03-31,2017.0,9075,,2017-09-26,3 years,2019-02-12 00:00:00,2017-03-31 00:00:00,"Bridgewater Dairy, LLC","Bridgewater Dairy, LLC","Ruby Canyon Engineering, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1122,,0,0,0,0,0,9075,0,,0,9075.0,2017.0,CAR,,,,,,
CAR1122,CALS5122-D,CAR1122,Livestock,COP,2017-04-01,2018-03-31,2018.0,12622,,2019-02-12,3 years,2019-11-12 00:00:00,2018-03-31 00:00:00,"Bridgewater Dairy, LLC","Bridgewater Dairy, LLC","GHD Services, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1122,,0,0,0,0,0,0,0,,12622,12622.0,2019.0,CAR,,,,,,
CAR1122,CALS5122-E,CAR1122,Livestock,COP,2018-04-01,2019-03-31,2019.0,15546,,2019-11-12,3 years,2022-01-25 00:00:00,2019-03-31 00:00:00,"Bridgewater Dairy, LLC","Bridgewater Dairy, LLC","Agri-Waste Technology, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1122,,0,0,0,15546,0,0,0,,0,15546.0,2019.0,CAR,,,,,,
CAR1122,CALS5122-F,CAR1122,Livestock,COP,2019-04-01,2020-03-31,2020.0,7505,,2022-01-25,8 years,,2020-03-31 00:00:00,"Bridgewater Dairy, LLC","Bridgewater Dairy, LLC",Dillon Consulting Limited,OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1122,,0,0,0,0,0,0,0,,7505,7505.0,2022.0,CAR,,,,,,
CAR1123,CALS5123-(zero),CAR1123,Livestock,COP,2018-04-01,2019-03-31,,,,,,,,"Central Sands Dairy, LLC","Central Sands Dairy, LLC",,WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1123,,0,0,0,0,0,0,0,No GHG emission reductions were credited for the fifth reporting period.,0,,,CAR,,,,,,
CAR1123,CALS5123-(zero),CAR1123,Livestock,COP,2019-04-01,2020-03-31,,,,,,,,"Central Sands Dairy, LLC","Central Sands Dairy, LLC",,WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1123,,0,0,0,0,0,0,0,No GHG emission reductions were credited for the sixth reporting period.,0,,,CAR,,,,,,
CAR1123,CALS5123-A,CAR1123,Livestock,COP,2014-04-01,2015-03-31,2015.0,13102,,2016-06-07,3 years,2018-02-13 00:00:00,2015-03-31 00:00:00,"Central Sands Dairy, LLC","Central Sands Dairy, LLC","Agri-Waste Technology, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1123,,0,0,13102,0,0,0,0,,0,13102.0,2016.0,CAR,,,,,,
CAR1123,CALS5123-B,CAR1123,Livestock,COP,2015-04-01,2016-03-31,2016.0,16242,,2018-02-13,3 years,2018-03-13 00:00:00,2016-03-31 00:00:00,"Central Sands Dairy, LLC","Central Sands Dairy, LLC","GHD Services, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1123,,0,0,16242,0,0,0,0,,0,16242.0,2018.0,CAR,,,,,,
CAR1123,CALS5123-C,CAR1123,Livestock,COP,2016-04-01,2017-03-31,2017.0,17443,,2018-03-13,3 years,2018-10-23 00:00:00,2017-03-31 00:00:00,"Central Sands Dairy, LLC","Central Sands Dairy, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1123,,0,0,0,17443,0,0,0,,0,17443.0,2018.0,CAR,,,,,,
CAR1123,CALS5123-D,CAR1123,Livestock,COP,2017-04-01,2018-03-31,2018.0,15002,,2018-10-23,3 years,2022-02-22 00:00:00,2018-03-31 00:00:00,"Central Sands Dairy, LLC","Central Sands Dairy, LLC","Agri-Waste Technology, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1123,,0,0,0,14116,0,0,0,"In September 2020, CARB invalidated 4,896 of 15,002 offset credits issued as CALS5123-D.",886,15002.0,2018.0,CAR,,,,,,
CAR1123,CALS5123-E,CAR1123,Livestock,COP,2020-04-01,2021-03-31,2021.0,13040,,2022-02-22,INVALIDATED,INVALIDATED,INVALIDATED,"Central Sands Dairy, LLC","Central Sands Dairy, LLC",Dillon Consulting Limited,WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1123,,0,0,0,0,0,0,0,"In March 2023, CARB invalidated all 13,040 offset credits issued as CALS5123-E.",13040,13040.0,2022.0,CAR,,,,,,
CAR1124,CALS5124-A,CAR1124,Livestock,COP,2014-04-01,2015-03-31,2015.0,12678,,2016-02-23,3 years,2016-12-27 00:00:00,2015-03-31 00:00:00,"Willow Point Dairy, LLC","Willow Point Dairy, LLC","Agri-Waste Technology, Inc.",MI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1124,,0,0,12678,0,0,0,0,,0,12678.0,2016.0,CAR,,,,,,
CAR1124,CALS5124-B,CAR1124,Livestock,COP,2015-04-01,2016-03-31,2016.0,18714,,2016-12-27,3 years,2018-01-23 00:00:00,2016-03-31 00:00:00,"Willow Point Dairy, LLC","Willow Point Dairy, LLC","GHD Services, Inc.",MI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1124,,0,0,0,18714,0,0,0,,0,18714.0,2016.0,CAR,,,,,,
CAR1124,CALS5124-C,CAR1124,Livestock,COP,2016-04-01,2017-03-31,2017.0,17721,,2018-01-23,3 years,2018-10-09 00:00:00,2017-03-31 00:00:00,"Willow Point Dairy, LLC","Willow Point Dairy, LLC","Ruby Canyon Engineering, Inc.",MI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1124,,0,0,0,0,0,0,0,,17721,17721.0,2018.0,CAR,,,,,,
CAR1124,CALS5124-D,CAR1124,Livestock,COP,2017-04-01,2018-03-31,2018.0,16220,,2018-10-09,3 years,2019-11-12 00:00:00,2018-03-31 00:00:00,"Willow Point Dairy, LLC","Willow Point Dairy, LLC","GHD Services, Inc.",MI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1124,,0,0,0,16220,0,0,0,,0,16220.0,2018.0,CAR,,,,,,
CAR1124,CALS5124-E,CAR1124,Livestock,COP,2018-04-01,2019-03-31,2019.0,16113,,2019-11-12,3 years,2021-12-21 00:00:00,2019-03-31 00:00:00,"Willow Point Dairy, LLC","Willow Point Dairy, LLC","Agri-Waste Technology, Inc.",MI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1124,,0,0,0,16113,0,0,0,,0,16113.0,2019.0,CAR,,,,,,
CAR1124,CALS5124-F,CAR1124,Livestock,COP,2019-04-01,2020-03-31,2020.0,16889,,2021-12-21,3 years,2022-11-22 00:00:00,2020-03-31 00:00:00,"Willow Point Dairy, LLC","Willow Point Dairy, LLC",Dillon Consulting Limited,MI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1124,,0,0,0,0,0,0,0,,16889,16889.0,2021.0,CAR,,,,,,
CAR1124,CALS5124-G,CAR1124,Livestock,COP,2020-04-01,2021-03-31,2021.0,15581,,2021-12-21,3 years,2022-11-22 00:00:00,2021-03-31 00:00:00,"Willow Point Dairy, LLC","Willow Point Dairy, LLC",Dillon Consulting Limited,MI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1124,,0,0,0,0,494,0,0,,15087,15581.0,2021.0,CAR,,,,,,
CAR1124,CALS5124-H,CAR1124,Livestock,COP,2021-04-01,2022-03-31,2022.0,11736,,2022-11-22,8 years,,2022-03-31 00:00:00,"Willow Point Dairy, LLC","Willow Point Dairy, LLC","Agri-Waste Technology, Inc.",MI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1124,,0,0,0,0,0,0,0,,11736,11736.0,2022.0,CAR,,,,,,
CAR1125,CALS5125-A,CAR1125,Livestock,COP,2014-11-01,2015-10-31,2015.0,36268,,2016-06-21,8 years,,2015-10-31 00:00:00,Riverview Farm Anaerobic Digester Project,"Riverview, LLP",Analytical Environmental Services,MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1125,,0,0,36268,0,0,0,0,,0,36268.0,2016.0,CAR,,,,,,
CAR1126,CALS5126-A,CAR1126,Livestock,COP,2014-11-01,2015-10-31,2015.0,22396,,2016-06-21,3 years,2017-05-09 00:00:00,2015-10-31 00:00:00,West River Farm Anaerobic Digester Project,"Riverview, LLP",Analytical Environmental Services,MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1126,,0,0,22396,0,0,0,0,,0,22396.0,2016.0,CAR,,,,,,
CAR1126,CALS5126-B,CAR1126,Livestock,COP,2015-11-01,2016-10-31,2016.0,20998,,2017-05-09,3 years,2018-04-24 00:00:00,2016-10-31 00:00:00,West River Farm Anaerobic Digester Project,"Riverview, LLP","S&A Carbon, LLC",MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1126,,0,0,20998,0,0,0,0,,0,20998.0,2017.0,CAR,,,,,,
CAR1126,CALS5126-C,CAR1126,Livestock,COP,2016-11-01,2017-10-31,2017.0,17067,,2018-04-24,8 years,,2017-10-31 00:00:00,West River Farm Anaerobic Digester Project,"Riverview, LLP","Agri-Waste Technology, Inc.",MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1126,,0,0,17067,0,0,0,0,,0,17067.0,2018.0,CAR,,,,,,
CAR1127,CALS5127-A,CAR1127,Livestock,COP,2014-11-01,2015-10-31,2015.0,22318,,2016-05-10,3 years,2017-05-23 00:00:00,2015-10-31 00:00:00,District 45 Dairy,"Riverview, LLP",Analytical Environmental Services,MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1127,,0,0,22318,0,0,0,0,,0,22318.0,2016.0,CAR,,,,,,
CAR1127,CALS5127-B,CAR1127,Livestock,COP,2015-11-01,2016-10-31,2016.0,23396,,2017-05-23,3 years,2018-04-24 00:00:00,2016-10-31 00:00:00,District 45 Dairy,"Riverview, LLP","S&A Carbon, LLC",MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1127,,0,0,23396,0,0,0,0,,0,23396.0,2017.0,CAR,,,,,,
CAR1127,CALS5127-C,CAR1127,Livestock,COP,2016-11-01,2017-10-31,2017.0,13879,,2018-04-24,8 years,,2017-10-31 00:00:00,District 45 Dairy,"Riverview, LLP","Agri-Waste Technology, Inc.",MN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1127,,0,0,13879,0,0,0,0,,0,13879.0,2018.0,CAR,,,,,,
CAR1128,CALS5128-A,CAR1128,Livestock,COP,2013-08-01,2015-07-31,2015.0,22901,,2016-05-10,3 years,2017-06-13 00:00:00,2015-07-31 00:00:00,Farm Power Lynden Anaerobic Digester,"Farm Power Northwest, LLC","First Environment of California, Inc.",WA,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1128,,0,0,22901,0,0,0,0,,0,22901.0,2016.0,CAR,,,,,,
CAR1128,CALS5128-B,CAR1128,Livestock,COP,2015-08-01,2016-07-31,2016.0,9488,,2017-06-13,3 years,2018-02-13 00:00:00,2016-07-31 00:00:00,Farm Power Lynden Anaerobic Digester,"Farm Power Northwest, LLC","Ruby Canyon Engineering, Inc.",WA,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1128,,0,0,9488,0,0,0,0,,0,9488.0,2017.0,CAR,,,,,,
CAR1128,CALS5128-C,CAR1128,Livestock,COP,2016-08-01,2017-07-31,2017.0,9347,,2018-02-13,3 years,2019-02-26 00:00:00,2017-07-31 00:00:00,Farm Power Lynden Anaerobic Digester,"Farm Power Northwest, LLC","First Environment of California, Inc.",WA,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1128,,0,0,9347,0,0,0,0,,0,9347.0,2018.0,CAR,,,,,,
CAR1128,CALS5128-D,CAR1128,Livestock,COP,2017-08-01,2018-07-31,2018.0,9600,,2019-02-26,3 years,2020-03-24 00:00:00,2018-07-31 00:00:00,Farm Power Lynden Anaerobic Digester,"Farm Power Northwest, LLC","Cameron-Cole, LLC.",WA,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1128,,0,0,0,9600,0,0,0,,0,9600.0,2019.0,CAR,,,,,,
CAR1128,CALS5128-E,CAR1128,Livestock,COP,2018-08-01,2019-07-31,2019.0,6501,,2020-03-24,8 years,,2019-07-31 00:00:00,Farm Power Lynden Anaerobic Digester,"Farm Power Northwest, LLC","First Environment of California, Inc.",WA,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1128,,0,0,0,6501,0,0,0,,0,6501.0,2020.0,CAR,,,,,,
CAR1130,CAFR5130-A,CAR1130,Forest,COP,2013-08-31,2015-04-30,2015.0,9745,1872,2016-08-09,8 years,,2015-04-30 00:00:00,Finite Carbon – MWF Brimstone IFM,"MWF Brimstone Forest Company, LLC",SCS Global Services,TN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1130,0.0,0,0,1968,0,0,0,0,,7777,9745.0,2016.0,CAR,,,,,,
CAR1130,CAFR5130-B,CAR1130,Forest,COP,2015-05-01,2016-04-30,2016.0,11323,2175,2019-05-21,3 years,2022-03-08 00:00:00,2016-04-30 00:00:00,Finite Carbon – MWF Brimstone IFM,"MWF Brimstone Forest Company, LLC",SCS Global Services,TN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1130,0.0,0,0,0,6861,0,2287,0,,2175,11323.0,2019.0,CAR,,,,,,
CAR1130,CAFR5130-C,CAR1130,Forest,COP,2016-05-01,2017-04-30,2017.0,11299,2170,2019-05-21,3 years,2022-03-08 00:00:00,2017-04-30 00:00:00,Finite Carbon – MWF Brimstone IFM,"MWF Brimstone Forest Company, LLC",SCS Global Services,TN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1130,0.0,0,0,0,9129,0,0,0,,2170,11299.0,2019.0,CAR,,,,,,
CAR1130,CAFR5130-D,CAR1130,Forest,COP,2017-05-01,2018-04-30,2018.0,11299,2170,2019-05-21,3 years,2022-03-08 00:00:00,2018-04-30 00:00:00,Finite Carbon – MWF Brimstone IFM,"MWF Brimstone Forest Company, LLC",SCS Global Services,TN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1130,0.0,0,0,0,9129,0,0,0,,2170,11299.0,2019.0,CAR,,,,,,
CAR1130,CAFR5130-E,CAR1130,Forest,COP,2018-05-01,2019-04-30,2019.0,11299,2170,2022-03-08,8 years,,2019-04-30 00:00:00,Finite Carbon – Lyme Brimstone Timberlands IFM,"Lyme Brimstone Timberlands, LLC","NSF Certification, LLC",TN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1130,0.0,0,0,0,0,0,0,0,,11299,11299.0,2022.0,CAR,,,,,,
CAR1130,CAFR5130-F,CAR1130,Forest,COP,2019-05-01,2020-04-30,2020.0,11299,2170,2022-03-08,8 years,,2020-04-30 00:00:00,Finite Carbon – Lyme Brimstone Timberlands IFM,"Lyme Brimstone Timberlands, LLC","NSF Certification, LLC",TN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1130,0.0,0,0,0,0,0,0,0,,11299,11299.0,2022.0,CAR,,,,,,
CAR1130,CAFR5130-G,CAR1130,Forest,COP,2020-05-01,2021-04-30,2021.0,75973,14587,2022-03-08,8 years,,2021-04-30 00:00:00,Finite Carbon – Lyme Brimstone Timberlands IFM,"Lyme Brimstone Timberlands, LLC","NSF Certification, LLC",TN,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1130,0.0,0,0,0,0,0,0,0,,75973,77245.0,2022.0,CAR,,,,,,
CAR1132,CALS5132-A,CAR1132,Livestock,COP,2013-11-20,2014-12-31,2014.0,2385,,2015-12-22,3 years,2018-10-23 00:00:00,2014-12-31 00:00:00,RES Ag – DM4-3 LLC,"RES Agriculture NC1, LLC","Ruby Canyon Engineering, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1132,,0,0,2385,0,0,0,0,,0,2385.0,2015.0,CAR,,,,,,
CAR1132,CALS5132-B,CAR1132,Livestock,COP,2015-01-01,2015-12-31,2015.0,9251,,2016-12-13,3 years,2018-10-23 00:00:00,2015-12-31 00:00:00,RES Ag – DM4-3 LLC,"RES Agriculture NC1, LLC","Ruby Canyon Engineering, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1132,,0,0,9251,0,0,0,0,,0,9251.0,2016.0,CAR,,,,,,
CAR1132,CALS5132-C,CAR1132,Livestock,COP,2016-01-01,2016-12-31,2016.0,10526,,2017-09-12,3 years,2018-10-23 00:00:00,2016-12-31 00:00:00,RES Ag – DM4-3 LLC,"RES Agriculture NC1, LLC","Ruby Canyon Engineering, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1132,,0,0,10526,0,0,0,0,,0,10526.0,2017.0,CAR,,,,,,
CAR1132,CALS5132-D,CAR1132,Livestock,COP,2017-01-01,2017-12-31,2017.0,11750,,2018-10-23,3 years,2021-02-09 00:00:00,2017-12-31 00:00:00,RES Ag – DM4-3 LLC,"RES Agriculture NC1, LLC","Agri-Waste Technology, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1132,,0,0,0,0,0,11750,0,,0,11750.0,2018.0,CAR,,,,,,
CAR1132,CALS5132-E,CAR1132,Livestock,COP,2018-01-01,2018-12-31,2018.0,8358,,2019-09-24,3 years,2021-02-09 00:00:00,2018-12-31 00:00:00,RES Ag – DM4-3 LLC,"RES Agriculture NC1, LLC","Agri-Waste Technology, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1132,,0,0,0,0,0,8358,0,,0,8358.0,2019.0,CAR,,,,,,
CAR1132,CALS5132-F,CAR1132,Livestock,COP,2019-01-01,2019-12-31,2019.0,3369,,2021-02-09,8 years,,2019-12-31 00:00:00,OHE DM4-3,"Outlaw Hog Energy, LLC ","Ruby Canyon Environmental, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1132,,0,0,0,3369,0,0,0,,0,3369.0,2021.0,CAR,,,,,,
CAR1132,CALS5132-G,CAR1132,Livestock,COP,2020-01-01,2020-12-31,2020.0,4546,,2022-05-24,8 years,,2020-12-31 00:00:00,OHE DM4-3,"Align RNG Magnolia, LLC","Ruby Canyon Environmental, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1132,,0,0,0,0,0,0,0,,4546,4546.0,2022.0,CAR,,,,,,
CAR1133,CALS5133-A,CAR1133,Livestock,COP,2013-10-04,2014-12-31,2014.0,4984,,2015-11-09,3 years,2018-10-23 00:00:00,2014-12-31 00:00:00,RES Ag – DM2-1 LLC,"RES Agriculture NC1, LLC","Ruby Canyon Engineering, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1133,,0,0,4984,0,0,0,0,,0,4984.0,2015.0,CAR,,,,,,
CAR1133,CALS5133-B,CAR1133,Livestock,COP,2015-01-01,2015-12-31,2015.0,6340,,2016-12-13,3 years,2018-10-23 00:00:00,2015-12-31 00:00:00,RES Ag – DM2-1 LLC,"RES Agriculture NC1, LLC","Ruby Canyon Engineering, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1133,,0,0,6340,0,0,0,0,,0,6340.0,2016.0,CAR,,,,,,
CAR1133,CALS5133-C,CAR1133,Livestock,COP,2016-01-01,2016-12-31,2016.0,5934,,2017-09-26,3 years,2018-10-23 00:00:00,2016-12-31 00:00:00,RES Ag – DM2-1 LLC,"RES Agriculture NC1, LLC","Ruby Canyon Engineering, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1133,,0,0,5934,0,0,0,0,,0,5934.0,2017.0,CAR,,,,,,
CAR1133,CALS5133-D,CAR1133,Livestock,COP,2017-01-01,2017-12-31,2017.0,6549,,2018-10-23,3 years,2021-02-09 00:00:00,2017-12-31 00:00:00,RES Ag – DM2-1 LLC,"RES Agriculture NC1, LLC","Agri-Waste Technology, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1133,,0,0,0,0,0,6549,0,,0,6549.0,2018.0,CAR,,,,,,
CAR1133,CALS5133-E,CAR1133,Livestock,COP,2018-01-01,2018-12-31,2018.0,4928,,2019-09-24,3 years,2021-02-09 00:00:00,2018-12-31 00:00:00,RES Ag – DM2-1 LLC,"RES Agriculture NC1, LLC","Agri-Waste Technology, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1133,,0,0,0,0,0,4928,0,,0,4928.0,2019.0,CAR,,,,,,
CAR1133,CALS5133-F,CAR1133,Livestock,COP,2019-01-01,2019-12-31,2019.0,909,,2021-02-09,8 years,,2019-12-31 00:00:00,OHE DM2-1,"Outlaw Hog Energy, LLC ","Ruby Canyon Environmental, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1133,,0,0,0,909,0,0,0,,0,909.0,2021.0,CAR,,,,,,
CAR1133,CALS5133-G,CAR1133,Livestock,COP,2020-01-01,2020-12-31,2020.0,1398,,2022-05-24,8 years,,2020-12-31 00:00:00,OHE DM2-1,"Align RNG Magnolia, LLC","Ruby Canyon Environmental, Inc.",NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1133,,0,0,0,0,0,0,0,,1398,1398.0,2022.0,CAR,,,,,,
CAR1134,CAFR5182-A,CAR1134,Forest,COP,2015-01-01,2016-12-31,2016.0,28408,5455,2018-09-11,8 years,,2016-12-31 00:00:00,Finite Carbon – Brosnan Forest,Norfolk Southern Railway Company,"S&A Carbon, LLC",SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1134,0.0,0,0,0,22953,0,0,0,,5455,28408.0,2018.0,CAR,,,,,,
CAR1135,CALS5143-A,CAR1135,Livestock,COP,2016-08-01,2017-07-31,2017.0,4057,,2018-08-21,3 years,2020-11-23 00:00:00,2017-07-31 00:00:00,"Grotegut Dairy Farm, Inc.","Grotegut Dairy Farm, Inc.","SES, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1135,,0,0,4057,0,0,0,0,,0,4057.0,2018.0,CAR,,,,,,
CAR1135,CALS5143-B,CAR1135,Livestock,COP,2014-08-01,2015-07-31,2015.0,15216,,2019-06-11,3 years,2019-06-11 00:00:00,2015-07-31 00:00:00,"Grotegut Dairy Farm, Inc.","Grotegut Dairy Farm, Inc.","Agri-Waste Technology, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1135,,0,0,0,0,0,15216,0,,0,15216.0,2019.0,CAR,,,,,,
