Project ID,Project Name,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications,SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Project Website,CAR Source Data,Updated 11-1-23,Total Projects:,872,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,34
CAR1587,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Concepción del Monte,,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO CONCEPCIÓN DEL MONTE,,,,Forestry - MX,Registered,Not ARB Eligible,"Ejido Concepción del Monte, Municipio de San José del Rincón, Estado de México",STATE OF MÉXICO,MX,,,,5017.0,2022-06-01,2023-08-04,,,,,,,,,,,,,
CAR1588,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Las Rosas,,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO LAS ROSAS,,,,Forestry - MX,Registered,Not ARB Eligible,"Ejido Las Rosas, Municipio de San José del Rincón, Estado de México",STATE OF MÉXICO,MX,,,,8586.0,2022-06-01,2023-08-04,,,,,,,,,,,,,
CAR1589,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Los Lobos,,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO LOS LOBOS,,,,Forestry - MX,Registered,Not ARB Eligible,"Domicilio Conocido, Los Lobos Centro, San José del",STATE OF MÉXICO,MX,,,,4416.0,2022-06-01,2023-08-04,,,,,,,,,,,,,
CAR1590,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Rosa de Palo Amarillo,,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO ROSA DE PALO AMARILLO,,,,Forestry - MX,Registered,Not ARB Eligible,"Domicilio Conocido, Ejido Rosa de Palo Amarillo, San José del Rincón, Estado de México, México",STATE OF MÉXICO,MX,,,,5533.0,2022-06-01,2023-08-04,,,,,,,,,,,,,
CAR1591,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido San Felipe de Jesús,,,INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXACA AC,EJIDO SAN FELIPE DE JESÚS,,,,Forestry - MX,Registered,Not ARB Eligible,"Domicilio Conocido, Ejido San Felipe de Jesús, San José del Rincón, Estado de México, México",STATE OF MÉXICO,MX,,,,2547.0,2022-06-01,2023-08-04,,,,,,,,,,,,,
CAR1593,Proyecto Forestal de Carbono Ejido Madera,,,Juan Carlos Leyva Reyes,Ejido Madera,,,,Forestry - MX,Registered,Not ARB Eligible,Ciudad Madera,CHIHUAHUA,MX,,,,19555.0,2022-06-14,2022-12-16,,,,,,,,,,,,,
CAR1594,EJIDO LAS MILPAS Y ANEXOS,,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",EJIDO LAS MILPAS Y ANEXOS,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,TAMAZULA,DURANGO,MX,,5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;13. Climate Action;15. Life on Land,,,2022-09-28,,,,,,,,,,,,,,
CAR1595,COMUNIDAD SANTA ANA,,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",COMUNIDAD SANTA  ANA,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,TAMAZULA,DURANGO,MX,,,,,2022-09-28,,,,,,,,,,,,,,
CAR1596,EJIDO OSOS BRAVOS Y ANEXOS,,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",EJIDO OSOS BRAVOS Y ANEXOS,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,TAMAZULA,DURANGO,MX,,5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;13. Climate Action;15. Life on Land,,,2022-09-28,,,,,,,,,,,,,,
CAR1597,PREDIO RUSTICO DENOMINADO ZALEAS,,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",PREDIO RUSTICO DENOMINADO ZALEAS,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,TOPIA,DURANGO,MX,,5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;13. Climate Action;15. Life on Land,,,2022-09-28,,,,,,,,,,,,,,
CAR1599,Carlos A Madrazo,,CARC1598,Toroto SAPI de CV,Carlos A Madrazo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-08-06,,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1600,Ing. Eugenio Echeverria Castellot N° 2,,CARC1598,Toroto SAPI de CV,Ing. Eugenio Echeverria Castellot N° 2,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-08-06,,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1601,N.C.P.E. Dos Lagunas,,CARC1598,Toroto SAPI de CV,NCPE Dos Lagunas,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-08-06,,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1602,N.C.P.E. Valentín Gómez Farías,,CARC1598,Toroto SAPI de CV,NCPE Valentin Gomez Farias,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-08-06,,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1603,N.C.P.E. Benito Juárez,,CARC1598,Toroto SAPI de CV,NCPE Benito Juarez,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-08-06,,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1604,El Chichonal,,CARC1598,Toroto SAPI de CV,El Chichonal,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-08-06,,www.toroto.mx/en/projects,,,,,,,,,,,,
CAR1606,Ejido Pozo Pirata,,CARC1605,Bioforestal Innovación Sustentable S.C.,Ejido Pozo Pirata,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,"José María Morelos, Quintana Roo, México",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,50447.0,2022-08-15,2023-05-30,,,,,,,,,,,,,
CAR1607,Ejido Piedras Negras,,CARC1605,Bioforestal Innovación Sustentable S.C.,EJIDO PIEDRAS NEGRAS,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,"José María Morelos, Quintana Roo, México",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,55385.0,2022-08-15,2023-05-30,,,,,,,,,,,,,
CAR1608,Ejido Gavilanes,,CARC1605,Bioforestal Innovación Sustentable S.C.,EJIDO GAVILANES,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,"José María Morelos, Quintana Roo, México",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,61062.0,2022-08-15,2023-05-30,,,,,,,,,,,,,
CAR1609,El Achiotal,,CARC1605,Bioforestal Innovación Sustentable S.C.,Bioforestal Innovación Sustentable S.C.,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Othón P. Blanco, Quintana Roo, México",QUINTANA ROO,MX,,,,,2022-08-15,,,,,,,,,,,,,,
CAR1610,C.P. Lagunita de San Diego,,,Bioforestal Innovación Sustentable S.C.,C.P. Lagunita de San Diego,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Landa de Matamoros, Querétaro, México",QUERÉTARO,MX,,,,,2022-08-24,,,,,,,,,,,,,,
CAR1611,Bonos Comunitarios:Ejido Lazaro Cardenas,,CARC1640,SESISA,EJIDO LAZARO CARDENAS,Servicios SilvoagropecuariosS.A. de C.V.,Servicios Silvoagropecuarios S.A. de C.V.,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Mexico,Quintana Roo, Jose Maria Morelos, Localidad Lazaro Cardenas",QUINTANA ROO,MX,,,,,2022-09-02,,Ninguna,,,,,,,,,,,,
CAR1612,Bonos Comunitarios CO2_Ejido Kankabchen,,CARC1640,SESISA,EJIDO KANKABCHEN,Servicios SilvoagropecuariosS.A. de C.V.,Servicios Silvoagropecuarios S.A. de C.V.,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Mexico, Quintana Roo, Jose Maria Morelos, Localidad Kakabchen",QUINTANA ROO,MX,,,,,2022-09-02,,Ninguna,,,,,,,,,,,,
CAR1613,Bonos Comunitarios CO2_Ejido X-yatil,,CARC1640,SESISA,EJIDO X-YATIL,Servicios SilvoagropecuariosS.A. de C.V.,Servicios Silvoagropecuarios S.A. de C.V.,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Mexico,Quintana Roo, Felipe Carrillo Puerto, Localidad X-yatil",QUINTANA ROO,MX,,,,,2022-09-02,,Ninguna,,,,,,,,,,,,
CAR1614,Klamath Forest Carbon Project,CAFR6614,,Acer Klamath Forest LLC,Acer Klamath Forest LLC,Acer Klamath Forest LLC,,"Ruby Canyon Environmental, Inc.",Improved Forest Management - ARB Compliance,Listed,Proposed Project,"Siskiyou County, CA and Jackson County, OR",CALIFORNIA,US,,,,,2022-09-19,,,,,,,,,,,,,,
CAR1616,Mississippi River Islands Forest Conservation Project,,,"U.S. Venture, Inc.",Trailhead Ventures LLC,"U.S. Venture, Inc.",,,Avoided Conversion,Completed,Not ARB Eligible,"Fulton County, KY; Hickman County, KY; Alexander County, IL",KENTUCKY,US,,,,,2022-08-15,,,,,,,,,,,,,,
CAR1617,Ejido Orilla del Monte,,CARC1431,SENDAS AC,Ejido Orilla del Monte,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,Orilla del Monte,VERACRUZ,MX,,,,,2023-09-14,,,,,,,,,,,,,,
CAR1618,Ejido Tembladeras,,CARC1431,SENDAS AC,Ejido Tembladeras,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,"Tembladeras, Xico",VERACRUZ,MX,,,,,2023-09-14,,,,,,,,,,,,,,
CAR1619,Ejido Nueva Vaqueria,,CARC1431,SENDAS AC,Ejido Nueva Vaqueria,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,"Nueva Vaqueria, Calcahualco",VERACRUZ,MX,,,,,2023-09-14,,,,,,,,,,,,,,
CAR1620,Crossroads Eco Center Landfill/Caldwell Landfill,,,WM Renewable Energy LLC,WM Renewable Energy LLC,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Listed,Not ARB Eligible,Morristown,INDIANA,US,,,,,2022-11-09,,,,,,,,,,,,,,
CAR1621,Proyecto Forestal de Captura de Carbono del Ejido 20 de Noviembre,,CARC1634,Forest Rangers Alliance,EJIDO 20 DE NOVIEMBRE,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-09-15,,No aplica,,,,,,,,,,,,
CAR1622,Proyecto Forestal de Captura de Carbono del Ejido Álvaro Obregón,,CARC1634,Forest Rangers Alliance,EJIDO ALVARO OBREGON,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-09-16,,,,,,,,,,,,,,
CAR1623,Proyecto Forestal de Captura de Carbono del Ejido Xmejia,,CARC1634,Forest Rangers Alliance,EJIDO XMEJIA,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-09-15,,,,,,,,,,,,,,
CAR1624,Nitric Acid,,,Ascend Performance Materials Operations LLC,Ascend Performance Materials Operations LLC,,,"Ruby Canyon Environmental, Inc.",Nitric Acid N2O- Secondary Catalyst,Registered,Not ARB Eligible,Cantonment,FLORIDA,US,,,,53430.0,2022-09-01,2023-06-09,,,,,,,,,,,,,
CAR1625,"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO SAN PABLO, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO SAN PABLO,,,,Forestry - MX,Registered,Not ARB Eligible,PUEBLO NUEVO,DURANGO,MX,,,,23908.0,2022-12-16,2023-09-26,https://www.facebook.com/MaderasEjidoSanPablo/,,,,,,,,,,,,
CAR1626,"CAPTURA DE CARBONO EN LOS BOSQUES DE CONIFERAS Y LATIFOLIADAS EN EL EJIDO CHAVARRIA VIEJO,MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO CHAVARRIA VIEJO,,,,Forestry - MX,Registered,Not ARB Eligible,PUEBLO NUEVO,DURANGO,MX,,,,113822.0,2022-12-08,2023-10-13,,,,,,,,,,,,,
CAR1627,"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL LARGO Y ANEXOS, MUNICIPIO DE MADERA, ESTADO DE CHIHUAHUA, MEXICO",,,"SERVICIO Y CONSULTORIA AMBIENTAL Y FORESTAL, S. DE .R.L. DE C.V.",EJIDO EL LARGO Y ANEXOS,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,MADERA,CHIHUAHUA,MX,,,,,2023-02-15,,,,,,,,,,,,,,
CAR1629,Carbono Forestal Ejido San Antonio de los Macedo,,CARC1628,BRET Consultores,EJIDO SAN ANTONIO DE LOS MACEDO,,,,Forestry - MX,Listed,Not ARB Eligible,Mascota,JALISCO,MX,,,,,2022-09-29,,,,,,,,,,,,,,
CAR1630,Carbono Forestal Ejido Mascota,,CARC1628,BRET Consultores,EJIDO MASCOTA,,,,Forestry - MX,Listed,Not ARB Eligible,MASCOTA,JALISCO,MX,,,,,2022-09-29,,,,,,,,,,,,,,
CAR1631,Carbono Forestal Ejido Soyatan,,CARC1628,BRET Consultores,EJIDO SOYATAN,,,,Forestry - MX,Listed,Not ARB Eligible,México,JALISCO,MX,,,,,2022-09-29,,,,,,,,,,,,,,
CAR1632,Carbono Forestal Ejido Navidad,,CARC1628,BRET Consultores,EJIDO NAVIDAD,,,,Forestry - MX,Listed,Not ARB Eligible,Mascota,JALISCO,MX,,,,,2022-09-29,,,,,,,,,,,,,,
CAR1633,Carbono Forestal Ejido Rincón de Mirandilla,,CARC1628,BRET Consultores,EJIDO RINCON DE MIRANDILLA,,,,Forestry - MX,Listed,Not ARB Eligible,Localidad Mascota,JALISCO,MX,,,,,2022-09-29,,,,,,,,,,,,,,
CAR1635,Captura de carbono forestal en los Bienes Comunales de San Francisco Oxtotilpan,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Bienes Comunales de San Francisco Oxtotilpan,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Delegación Municipal, San Francisco Oxtotilpan",STATE OF MÉXICO,MX,,,,7365.0,2022-10-28,2023-08-31,,,,,,,,,,,,,
CAR1636,Captura de carbono forestal en el ejido San Pedro Jacuaro,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Ejido San Pedro Jacuaro,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Lázaro Cárdenas #25 C.P. 61210, San Pedro Jacuaro. Mpio Cd Hidalgo, Michoacán.",MICHOACÁN,MX,,,,2573.0,2022-10-28,2023-08-31,,,,,,,,,,,,,
CAR1637,Captura de carbono forestal en el ejido Otzumatlán o Río de Parras,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Ejido Otzumatlán o Río de Parras,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Conocido Ejido Otzumatlán, S/N Río de Parras,C.P. 58985, Querendaro, Michoacán",MICHOACÁN,MX,,,,2881.0,2022-10-28,2023-08-31,,,,,,,,,,,,,
CAR1638,Captura de carbono forestal en la Comunidad Indígena San Pedro Jacuaro,,CARC1740,TERRITORIOS RURALES SOSTENIBLES AC,Comunidad Indígena San Pedro Jacuaro,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Registered,Not ARB Eligible,"Lázaro Cárdenas #25 C.P. 61210,  San Pedro Jacuaro, Mpio. Hidalgo, Michoacan.",MICHOACÁN,MX,,,,6315.0,2022-10-28,2023-08-31,,,,,,,,,,,,,
CAR1641,AgriCapture Grasslands Project 1,,,AgriCapture Inc,AgriCapture Inc,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,"Bailey County, Texas",TEXAS,US,,,,86.0,2022-09-27,2023-05-12,,,,,,,,,,,,,
CAR1642,Proyecto de Captura de Carbono Forestal Ejido San Ignacio de Arareco,,CARC1639,BRET Consultores,San Ignacio de Arareco,,,,Forestry - MX,Listed,Not ARB Eligible,Bocoyna,CHIAPAS,MX,,,,,2022-11-10,,,,,,,,,,,,,,
CAR1643,Proyecto de Captura de Carbono Forestal Ejido Babureachi,,CARC1639,BRET Consultores,EJIDO BABUREACHI,,,,Forestry - MX,Listed,Not ARB Eligible,Ejido Babureachi,CHIHUAHUA,MX,,,,,2022-11-10,,,,,,,,,,,,,,
CAR1644,Proyecto de Captura de Carbono Forestal Ejido Bocoyna,,CARC1639,BRET Consultores,EJIDO BOCOYNA,,,,Forestry - MX,Listed,Not ARB Eligible,Ejido Bocoyna,CHIHUAHUA,MX,,,,,2022-11-10,,,,,,,,,,,,,,
CAR1645,Proyecto de Captura de Carbono Forestal Ejido Talayotes,,CARC1639,BRET Consultores,EJIDO TALAYOTES,,,,Forestry - MX,Listed,Not ARB Eligible,Ejido Talayotes,CHIHUAHUA,MX,,,,,2022-11-10,,,,,,,,,,,,,,
CAR1648,Comunidad El Tarahumar y Bajíos del Tarahumar,,,ALVARO RENE RIVERA JARAMILLO,El Tarahumar y Bajíos del Tarahumar,,,THEEARTHLAB S.A de C.V,Forestry - MX,Listed,Not ARB Eligible,"Municpio de Tepehuanes, al norte del estado de Durango",DURANGO,MX,,,,,2022-12-05,,www.agesamex.com,,,,,,,,,,,,
CAR1649,Fauth Ranch,,CARC1397,The Climate Trust,Fauth Ranch,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Musselshell County,MONTANA,US,,,,,2022-10-19,,,,,,,,,,,,,,
CAR1650,Roen Ranch,,CARC1397,The Climate Trust,Roen Ranch,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Musselshell County,MONTANA,US,,,,,2022-11-04,,,,,,,,,,,,,,
CAR1651,Middle Fork I Avoided Grassland Conversion,,CARC1397,The Climate Trust,"Middle Fork Land and Livestock, Inc",,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Rosebud County,MONTANA,US,,,,,2022-11-04,,,,,,,,,,,,,,
CAR1652,Willow Creek Avoided Grassland Conversion,,CARC1397,The Climate Trust,"Carroll MT Properties, LL",,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Valley County,MONTANA,US,,,,,2022-11-04,,,,,,,,,,,,,,
CAR1653,Middle Fork II Avoided Grassland Conversion,,CARC1397,The Climate Trust,"Middle Fork Land and Livestock, Inc",,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Rosebud County,MONTANA,US,,,,,2022-11-04,,,,,,,,,,,,,,
CAR1654,Reforesting the Land of the Jaguar,,,PLANALTO S.P.R. DE R.L.,PLANALTO S.P.R. DE R.L.,,,,Forestry - MX,Completed,Not ARB Eligible,Palizada,CAMPECHE,MX,,,,,,,www.planalto.mx,,,,,,,,,,,,
CAR1655,MRC Albion IFM,CAFR6655,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",,,Improved Forest Management - ARB Compliance,Listed,Proposed Project,Mendocino County,CALIFORNIA,US,,,,,2023-04-25,,,,,,,,,,,,,,
CAR1657,Comunidad Tutuaca,,CARC1656,BRET Consultores,Comunidad Tutuaca,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,clarificaicones pendientes,"Comunidad Tutuaca, Temósachic",CHIHUAHUA,MX,,,CAR1657 is under CARC1665. CARC1656 is a temporary aggregate. See project documents for details.,,2022-11-16,,,,,,,,,,,,,,
CAR1658,Ejido Conoachi y Anexos,,CARC1656,BRET Consultores,Ejido Conoachi y sus Anexos,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Ejido Conoachi y Anexos, Temosachic",CHIHUAHUA,MX,,,CAR1658 is under CARC1665. CARC1656 is a temporary aggregate. See project documents for details.,,2022-11-16,,,,,,,,,,,,,,
CAR1659,Ejido Basaseachi,,CARC1665,Bioforestal Innovación Sustentable S.C.,Ejido Basaseachi,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Ejido Basaseachi, Ocampo",CHIHUAHUA,MX,,,,,2022-11-16,,,,,,,,,,,,,,
CAR1660,Ejido Tutuaca,,,BRET Consultores,Ejido Tutuaca,,,,Forestry - MX,Registered,Not ARB Eligible,"Ejido Tutuaca, Temósachic",CHIHUAHUA,MX,,8. Decent Work and Economic Growth;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,163914.0,2022-11-16,2023-09-01,,,,,,,,,,,,,
CAR1661,Ejido Heredia y Anexos,,CARC1656,BRET Consultores,Ejido Heredia y Anexos,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Ejido Heredia, Guerrero",CHIHUAHUA,MX,,,CAR1661 is under CARC1665. CARC1656 is a temporary aggregate. See project documents for details.,,2022-11-16,,,,,,,,,,,,,,
CAR1662,A-Gas 1-2023,,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,A-Gas US Inc,,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,"Wood County, Bowling Green, Ohio",OHIO,US,,,,70833.0,2022-10-11,2023-04-20,www.agasamericas.com,,,,,,,,,,,,
CAR1663,"XICO2e Carbono Forestal Ejido Pueblo Nuevo, Durango, México",,,ALABOOL TRUST SA DE CV,EJIDO PUEBLO NUEVO,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,"EL SALTO, PUEBLO NUEVO",DURANGO,MX,,,,,2023-08-02,,,,,,,,,,,,,,
CAR1664,Condueñazgo Memelichi,,CARC1665,Bioforestal Innovación Sustentable S.C.,Condueñazgo Memelichi,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,"Memelichi de Abajo, Ocampo",CHIHUAHUA,MX,,,,,2022-11-16,,,,,,,,,,,,,,
CAR1667,Captura de Carbono Forestal Ejido El Carmen y Anexos,,CARC1666,BRET Consultores,EJIDO EL CARMEN Y ANEXOS,,,,Forestry - MX,Listed,Not ARB Eligible,Durango,DURANGO,MX,,,,,2022-11-09,,,,,,,,,,,,,,
CAR1668,Captura de Carbono Forestal Ejido Los Ojuelos y Anexos,,CARC1666,BRET Consultores,EJIDO OJUELOS,,,,Forestry - MX,Listed,Not ARB Eligible,Ejido Los Ojuelos y Anexos,DURANGO,MX,,,,,2022-11-09,,,,,,,,,,,,,,
CAR1669,Captura de Carbono Forestal Ejido Ciénega de la Vaca,,CARC1666,BRET Consultores,EJIDO CIENEGA DE LA VACA,,,,Forestry - MX,Listed,Not ARB Eligible,GUANACEVÍ,DURANGO,MX,,,,,2022-11-09,,,,,,,,,,,,,,
CAR1670,Captura de Carbono Forestal Ejido El Zapote,,CARC1666,BRET Consultores,EJIDO EL ZAPOTE,,,,Forestry - MX,Listed,Not ARB Eligible,TAMAZULA,DURANGO,MX,,,,,2022-11-09,,,,,,,,,,,,,,
CAR1671,Captura de Carbono Forestal Ejido Potrero de Chaidez,,CARC1666,BRET Consultores,EJIDO POTRERO DE CHAIDEZ,,,,Forestry - MX,Listed,Not ARB Eligible,Tepehuanes,DURANGO,MX,,,,,2022-11-09,,,,,,,,,,,,,,
CAR1673,Truterra Carbon Program,,,Truterra LLC,Truterra LLC,,,"Aster Global Environmental Solutions, Inc.",Soil Enrichment,Listed,Not ARB Eligible,"IN, IA, KS, MI, MN, MO, NE, ND, OH, SD, TN, WI",MINNESOTA,US,,,,,2022-11-29,,,,,,,,,,,,,,
CAR1674,Conhúas,,,Toroto SAPI de CV,Conhuás,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,2022-12-02,,Toroto.com,,,,,,,,,,,,
CAR1675,ProCarbono: Ejido Quebrada de Cebollas,,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",Ejido Quebrada de Cebollas,,,SCS Global Services,Forestry - MX,Listed,Not ARB Eligible,"Rancho El Bonete, Santiago Papasquiaro, Durango",DURANGO,MX,,,,,2022-12-14,,www.carbonof.com/quebrada-de-cebollas,,,,,,,,,,,,
CAR1677,Ejido Verde 1 - Ejido La Cebadilla y Anexos,,CARC1683,EJIDO VERDE S.A.P.I. DE C.V.,EJIDO LA CEBADILLA Y ANEXOS,,,,Forestry - MX,Listed,Not ARB Eligible,La Cebadilla,MICHOACÁN,MX,,,,,2023-02-09,,https://ejidoverde.com/es/,,,,,,,,,,,,
CAR1678,Ejido Verde 1 - Mesa del Corte,,CARC1683,EJIDO VERDE S.A.P.I. DE C.V.,EJIDO LA CEBADILLA Y ANEXOS,,,,Forestry - MX,Listed,Not ARB Eligible,La Cebadilla,MICHOACÁN,MX,,,,,2023-02-09,,https://ejidoverde.com/es/,,,,,,,,,,,,
